City,Account length,Area code,Phone number,International plan,Voicemail plan,No. vmail msgs,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total int charge,Customer service calls,Churn
Kyoto,677,415,901-398-8504,No,Yes,40,328.66,101,55.87,115.86,103,11.59,289.31,71,14.47,6.17,19,0.93,3,False
Osaka,295,510,646-524-8958,Yes,Yes,16,334.32,104,56.83,305.07,89,30.51,201.14,130,10.06,9.88,13,1.48,5,False
Kawasaki,457,415,653-337-7184,Yes,Yes,28,36.26,142,6.16,89.33,60,8.93,133.49,59,6.67,5.29,8,0.79,3,False
Kawasaki,921,408,556-178-4637,Yes,No,0,122.23,167,20.78,258.8,63,25.88,126.61,50,6.33,0.18,19,0.03,0,False
Yokohama,548,408,270-742-6894,No,Yes,23,70.12,124,11.92,193.52,182,19.35,285.51,9,14.28,4.08,14,0.61,1,False
Saitama,912,510,787-906-5643,Yes,No,22,138.25,195,23.5,344.42,168,34.44,322.48,76,16.12,19.72,7,2.96,8,True
Osaka,147,415,718-830-1723,Yes,Yes,24,144.84,23,24.62,176.28,167,17.63,118.72,8,5.94,8.13,0,1.22,6,True
Saitama,777,415,893-774-1254,No,Yes,6,200.78,22,34.13,176.25,191,17.62,397.6,166,19.88,3.03,7,0.45,0,False
Kobe,560,408,121-198-4715,No,No,13,43.38,137,7.37,246.86,128,24.69,114.23,181,5.71,1.74,3,0.26,9,True
Saitama,297,510,583-176-4057,No,No,31,346.46,183,58.9,85.07,140,8.51,81.99,159,4.1,4.45,18,0.67,4,True
Yokohama,774,510,162-729-8477,No,Yes,18,266.52,28,45.31,213.58,25,21.36,87.65,31,4.38,5.11,11,0.77,4,False
Kobe,716,510,252-804-8496,Yes,No,2,260.52,189,44.29,228.55,66,22.86,303.6,166,15.18,12.98,5,1.95,5,False
Saitama,490,415,496-519-5430,No,No,14,349.83,65,59.47,0.61,60,0.06,46.06,28,2.3,12.37,0,1.86,6,True
Tokyo,397,510,129-241-8167,No,No,35,2.34,35,0.4,156.71,172,15.67,356.2,25,17.81,3.11,18,0.47,8,False
Yokohama,241,415,765-636-6514,No,No,37,360.87,23,61.35,393.76,173,39.38,301.61,107,15.08,0.98,2,0.15,6,False
Yokohama,371,510,701-989-8687,Yes,No,8,219.6,192,37.33,116.47,81,11.65,89.13,108,4.46,11.52,16,1.73,5,True
Yokohama,501,510,524-602-1081,Yes,Yes,12,348.43,123,59.23,223.16,0,22.32,385.84,52,19.29,2.41,4,0.36,2,False
Nagoya,411,510,644-730-1853,No,No,0,93.23,95,15.85,157.93,92,15.79,169.7,5,8.48,3.08,4,0.46,8,False
Saitama,677,510,995-317-4024,Yes,Yes,10,14.09,132,2.4,18.35,118,1.84,91.86,142,4.59,1.51,9,0.23,1,False
Kobe,460,408,654-282-9856,No,No,32,124.24,154,21.12,369.26,164,36.93,131.9,182,6.6,13.12,9,1.97,5,False
Yokohama,92,408,331-919-5004,Yes,Yes,22,315.97,127,53.71,110.88,198,11.09,139.35,32,6.97,18.71,17,2.81,9,False
Nagoya,211,408,951-466-9594,No,Yes,44,319.9,133,54.38,89.46,90,8.95,359.43,12,17.97,4.77,12,0.72,7,True
Kyoto,739,408,103-463-6572,No,No,18,107.11,106,18.21,171.75,124,17.18,17.23,28,0.86,4.81,6,0.72,8,True
Yokohama,568,510,883-454-1133,No,Yes,44,338.27,154,57.51,223.13,168,22.31,117.68,152,5.88,7.72,3,1.16,1,True
Nagoya,560,408,918-917-1244,No,Yes,22,356.28,82,60.57,33.05,130,3.3,82.56,176,4.13,1.63,19,0.24,1,False
Tokyo,401,408,993-171-5153,No,Yes,1,57.07,75,9.7,150.77,58,15.08,77.43,114,3.87,1.83,16,0.27,0,False
Kawasaki,198,510,880-372-8838,Yes,No,19,0.99,106,0.17,310.09,144,31.01,253.84,134,12.69,5.06,18,0.76,1,False
Osaka,541,415,149-838-5508,No,No,16,287.59,175,48.89,33.07,182,3.31,127.8,118,6.39,12.46,15,1.87,7,True
Sapporo,318,510,237-873-5588,Yes,No,40,249.68,25,42.45,162.99,160,16.3,354.89,70,17.74,16.19,0,2.43,6,True
Kobe,405,510,857-585-7533,No,Yes,40,297.48,131,50.57,226.52,18,22.65,101.66,161,5.08,16.46,3,2.47,2,True
Yokohama,274,415,572-357-2459,Yes,Yes,16,117.45,134,19.97,191.67,32,19.17,206.04,172,10.3,1.86,9,0.28,9,True
Kobe,76,408,531-224-8584,Yes,Yes,30,332.02,14,56.44,29.08,184,2.91,288.1,39,14.4,18.72,9,2.81,3,True
Kawasaki,657,408,421-218-9355,Yes,No,2,156.29,57,26.57,362.1,74,36.21,162.8,76,8.14,10.95,14,1.64,7,True
Fukuoka,927,408,703-708-1972,Yes,No,13,302.58,11,51.44,269.88,90,26.99,160.81,104,8.04,12.26,6,1.84,1,True
Nagoya,362,510,496-481-5522,No,Yes,37,95.32,44,16.2,275.72,21,27.57,186.37,5,9.32,13.16,11,1.97,8,False
Yokohama,247,408,882-843-6042,Yes,No,26,361.43,22,61.44,282.94,42,28.29,176.5,162,8.83,4.06,7,0.61,7,False
Osaka,356,510,418-877-1323,No,No,33,52.68,114,8.96,66.48,42,6.65,363.1,40,18.16,12.69,5,1.9,1,True
Osaka,660,408,423-608-7273,Yes,No,34,265.32,142,45.1,110.45,155,11.05,154.46,18,7.72,6.63,6,0.99,8,True
Kobe,693,415,712-217-2641,No,No,10,83.77,46,14.24,164.44,136,16.44,134.2,104,6.71,9.53,16,1.43,7,True
Saitama,673,408,367-889-4901,No,No,4,4.86,160,0.83,171.15,14,17.12,79.3,125,3.96,0.51,4,0.08,0,True
Nagoya,823,510,812-398-5604,No,Yes,4,245.43,143,41.72,109.3,54,10.93,375.9,83,18.79,15.57,17,2.34,5,True
Fukuoka,319,510,339-631-5986,No,No,17,233.03,81,39.62,242.84,75,24.28,78.45,66,3.92,12.94,0,1.94,5,False
Tokyo,993,415,698-790-2869,Yes,Yes,26,208.3,164,35.41,87.47,9,8.75,191.72,194,9.59,0.91,4,0.14,9,False
Osaka,785,415,147-172-4491,No,No,14,21.36,113,3.63,391.02,122,39.1,164.01,177,8.2,7.13,13,1.07,5,True
Kyoto,484,408,233-819-2754,Yes,Yes,31,100.5,139,17.08,0.86,168,0.09,356.34,18,17.82,17.75,0,2.66,2,False
Sapporo,837,510,675-911-5333,No,Yes,39,256.06,55,43.53,278.52,143,27.85,294.1,39,14.71,17.28,19,2.59,6,True
Tokyo,611,408,771-676-2086,Yes,No,21,254.07,74,43.19,319.21,67,31.92,115.09,110,5.75,2.36,15,0.35,6,False
Sapporo,330,510,896-869-6939,Yes,No,40,156.43,95,26.59,383.15,126,38.32,266.18,42,13.31,18.93,1,2.84,6,True
Osaka,723,415,740-817-7652,Yes,Yes,40,365.2,70,62.08,296.61,73,29.66,343.46,134,17.17,4.57,13,0.69,6,True
Nagoya,744,408,691-541-5216,Yes,Yes,8,86.4,77,14.69,138.5,31,13.85,270.93,129,13.55,18.26,14,2.74,0,False
Fukuoka,442,510,227-447-2538,Yes,No,28,216.01,124,36.72,297.8,112,29.78,123.64,88,6.18,18.1,4,2.72,3,True
Kawasaki,651,510,995-201-6347,No,No,22,176.75,71,30.05,317.87,26,31.79,357.43,172,17.87,19.12,7,2.87,0,True
Kawasaki,638,415,746-104-4849,Yes,Yes,18,225.13,104,38.27,26.29,165,2.63,155.29,177,7.76,17.09,9,2.56,2,True
Fukuoka,19,408,362-896-2281,Yes,No,26,199.01,76,33.83,54.46,98,5.45,212.21,75,10.61,16.71,12,2.51,4,True
Yokohama,914,415,359-983-2995,Yes,No,1,60.51,37,10.29,74.77,146,7.48,322.16,164,16.11,10.83,10,1.62,4,False
Saitama,199,510,994-906-8139,No,Yes,0,226.22,177,38.46,290.35,53,29.04,57.88,68,2.89,12.99,2,1.95,7,False
Nagoya,47,510,142-267-1610,No,Yes,36,143.81,196,24.45,361.63,138,36.16,131.37,171,6.57,14.26,12,2.14,7,False
Osaka,726,415,276-474-8606,No,No,30,160.97,150,27.36,197.74,120,19.77,62.61,110,3.13,9.83,6,1.47,1,True
Sapporo,582,510,980-477-5403,Yes,No,16,378.89,183,64.41,9.44,100,0.94,237.46,41,11.87,17.54,3,2.63,0,False
Yokohama,508,510,456-552-2403,No,No,4,228.62,32,38.87,20.37,99,2.04,213.83,39,10.69,8.55,9,1.28,8,False
Tokyo,520,415,769-133-4088,Yes,No,41,227.3,49,38.64,300.65,80,30.06,103.12,169,5.16,5.42,5,0.81,6,False
Fukuoka,777,415,715-716-4856,No,No,33,38.18,104,6.49,342.84,2,34.28,86.11,172,4.31,7.41,9,1.11,0,True
Yokohama,397,408,420-358-7933,No,No,23,5.51,42,0.94,123.45,190,12.34,113.47,38,5.67,11.29,8,1.69,4,True
Saitama,819,408,233-168-7977,Yes,Yes,13,11.68,82,1.99,181.95,98,18.2,68.88,199,3.44,4.45,1,0.67,0,False
Kyoto,57,415,731-874-7672,Yes,No,10,300.44,52,51.07,95.64,188,9.56,375.28,21,18.76,17.32,2,2.6,4,True
Tokyo,822,408,157-500-2217,Yes,Yes,10,257.31,79,43.74,124.2,98,12.42,195.36,91,9.77,17.95,10,2.69,7,False
Yokohama,676,408,602-628-9267,Yes,Yes,36,263.81,149,44.85,168.61,133,16.86,107.76,107,5.39,11.68,17,1.75,9,True
Nagoya,949,510,876-272-1120,No,Yes,45,298.0,40,50.66,336.69,120,33.67,275.84,171,13.79,19.06,6,2.86,2,True
Kawasaki,593,415,450-993-3108,No,No,8,395.14,166,67.17,117.0,35,11.7,392.41,57,19.62,15.43,5,2.31,6,False
Kawasaki,700,415,691-562-2182,Yes,No,49,194.53,130,33.07,381.91,13,38.19,74.87,162,3.74,0.88,18,0.13,5,False
Tokyo,865,510,618-701-7230,Yes,Yes,17,108.98,17,18.53,276.98,149,27.7,20.86,25,1.04,10.94,1,1.64,3,True
Nagoya,470,510,842-972-7105,No,Yes,26,169.6,138,28.83,365.16,98,36.52,248.81,124,12.44,0.29,19,0.04,4,True
Kobe,172,408,253-165-5281,No,No,16,114.09,99,19.4,163.92,148,16.39,261.12,15,13.06,6.62,8,0.99,4,True
Kobe,481,408,986-188-6555,No,No,15,286.13,69,48.64,257.26,137,25.73,94.62,83,4.73,6.47,15,0.97,6,True
Nagoya,237,510,561-943-2093,No,Yes,1,341.41,114,58.04,96.88,69,9.69,264.28,35,13.21,13.32,13,2.0,1,True
Osaka,901,408,605-912-7043,Yes,Yes,14,162.22,188,27.58,336.54,23,33.65,144.45,58,7.22,0.83,8,0.12,4,True
Nagoya,434,408,625-190-1016,Yes,No,18,45.06,40,7.66,369.04,29,36.9,40.4,108,2.02,17.11,13,2.57,1,False
Yokohama,718,510,768-763-3193,No,No,30,299.94,64,50.99,112.37,150,11.24,257.26,80,12.86,8.06,3,1.21,2,False
Nagoya,739,415,144-508-6391,No,No,36,126.52,3,21.51,286.99,60,28.7,379.62,150,18.98,1.81,0,0.27,7,True
Yokohama,25,415,552-309-6727,Yes,No,28,198.25,174,33.7,177.2,27,17.72,178.61,169,8.93,9.62,0,1.44,5,False
Saitama,496,510,726-363-8050,No,Yes,27,46.86,165,7.97,133.88,38,13.39,308.47,88,15.42,0.01,14,0.0,5,True
Kobe,260,510,888-375-5566,No,Yes,6,301.7,191,51.29,170.2,74,17.02,179.53,79,8.98,6.16,14,0.92,1,True
Kyoto,947,415,521-615-7950,Yes,No,23,390.52,187,66.39,356.26,192,35.63,396.44,11,19.82,13.9,2,2.08,9,False
Saitama,63,510,193-897-2327,No,No,13,161.12,61,27.39,234.21,196,23.42,244.19,91,12.21,0.73,10,0.11,0,True
Yokohama,662,510,566-165-1331,Yes,Yes,4,145.62,137,24.76,170.05,18,17.01,356.75,160,17.84,14.14,10,2.12,9,True
Kawasaki,462,415,466-856-5345,No,Yes,20,265.52,133,45.14,232.41,162,23.24,138.87,121,6.94,19.26,12,2.89,7,True
Nagoya,401,408,605-231-1343,No,Yes,24,27.48,53,4.67,382.0,153,38.2,143.94,31,7.2,1.0,18,0.15,0,True
Nagoya,929,408,489-857-9815,No,Yes,10,326.29,39,55.47,381.42,78,38.14,178.32,64,8.92,8.35,14,1.25,2,False
Fukuoka,630,510,740-569-5181,No,Yes,26,79.93,180,13.59,179.47,68,17.95,34.41,52,1.72,9.8,8,1.47,1,True
Kyoto,226,408,565-246-9685,Yes,No,45,149.87,100,25.48,375.35,15,37.54,4.02,115,0.2,12.35,15,1.85,8,False
Tokyo,336,510,522-893-6915,Yes,Yes,45,43.08,54,7.32,41.06,17,4.11,189.09,22,9.45,17.21,16,2.58,3,False
Kobe,181,510,898-841-8636,Yes,Yes,29,96.62,141,16.43,195.29,68,19.53,363.98,72,18.2,3.62,1,0.54,2,False
Kobe,177,415,744-226-5658,Yes,No,29,338.78,168,57.59,310.68,45,31.07,147.69,13,7.38,14.35,12,2.15,3,True
Kawasaki,694,510,347-440-5481,Yes,No,22,37.36,78,6.35,388.59,194,38.86,351.64,152,17.58,16.69,12,2.5,8,True
Kobe,626,408,935-752-5321,Yes,Yes,48,112.31,160,19.09,69.61,93,6.96,17.38,157,0.87,8.32,0,1.25,3,True
Tokyo,833,510,926-535-7187,No,Yes,15,15.68,84,2.67,208.14,170,20.81,234.04,151,11.7,1.79,12,0.27,5,True
Sapporo,283,510,955-414-5826,No,No,22,336.18,178,57.15,69.55,198,6.96,293.29,56,14.66,18.77,7,2.82,7,True
Sapporo,837,408,348-726-3824,No,Yes,8,191.31,21,32.52,266.21,190,26.62,2.29,164,0.11,4.14,16,0.62,1,False
Nagoya,95,408,304-451-2292,Yes,Yes,45,329.77,67,56.06,133.11,52,13.31,318.86,65,15.94,13.68,15,2.05,1,True
Tokyo,315,408,592-754-3559,Yes,No,37,91.3,165,15.52,368.63,117,36.86,239.94,0,12.0,19.48,17,2.92,1,False
Kyoto,88,510,521-598-2684,Yes,No,26,332.51,45,56.53,351.4,72,35.14,313.24,76,15.66,8.77,19,1.32,3,False
Kawasaki,926,510,527-276-2567,Yes,Yes,45,368.2,177,62.59,163.42,124,16.34,9.58,47,0.48,11.63,7,1.74,0,False
Kawasaki,702,408,398-938-2396,No,Yes,22,325.23,53,55.29,341.4,80,34.14,265.09,188,13.25,8.66,13,1.3,8,True
Yokohama,765,408,401-260-4590,Yes,Yes,21,257.41,64,43.76,316.07,197,31.61,234.3,2,11.72,1.28,1,0.19,6,True
Kobe,916,415,423-138-5320,No,Yes,15,49.45,136,8.41,351.37,35,35.14,66.52,166,3.33,3.63,18,0.54,1,False
Saitama,904,415,446-898-1216,Yes,No,16,209.03,181,35.54,385.1,110,38.51,372.29,51,18.61,16.1,14,2.42,9,True
Kyoto,783,510,379-972-5253,Yes,Yes,7,354.58,177,60.28,278.31,88,27.83,354.92,9,17.75,7.24,16,1.09,4,True
Fukuoka,347,408,958-321-8402,Yes,Yes,27,250.71,111,42.62,247.59,190,24.76,142.78,47,7.14,16.76,16,2.51,5,True
Sapporo,942,510,429-928-8302,No,Yes,38,95.95,44,16.31,205.93,147,20.59,84.18,178,4.21,8.12,9,1.22,7,True
Osaka,103,415,404-580-6161,Yes,Yes,30,34.0,196,5.78,230.29,160,23.03,195.83,157,9.79,10.59,3,1.59,5,False
Kyoto,369,415,365-436-3321,No,Yes,1,119.72,68,20.35,117.26,40,11.73,350.19,103,17.51,16.75,16,2.51,4,True
Fukuoka,690,408,567-865-5824,No,No,25,27.84,113,4.73,115.87,48,11.59,281.94,79,14.1,15.21,12,2.28,8,False
Osaka,666,510,615-986-3157,No,Yes,21,119.12,146,20.25,54.27,96,5.43,319.41,160,15.97,7.22,9,1.08,6,False
Kobe,571,415,581-390-9134,Yes,No,6,354.07,65,60.19,28.75,4,2.88,255.93,77,12.8,11.45,8,1.72,5,True
Yokohama,32,408,866-716-6635,Yes,Yes,10,98.04,78,16.67,146.83,8,14.68,366.0,25,18.3,18.31,9,2.75,5,True
Kobe,381,408,757-986-6206,Yes,No,6,131.84,147,22.41,241.42,101,24.14,240.65,101,12.03,19.47,17,2.92,5,False
Saitama,998,408,819-858-2394,No,Yes,0,162.66,183,27.65,80.18,152,8.02,397.35,100,19.87,19.7,18,2.95,3,True
Fukuoka,709,408,413-196-3112,No,No,29,264.28,135,44.93,101.73,162,10.17,237.46,174,11.87,6.94,2,1.04,8,False
Kawasaki,722,415,411-309-8554,Yes,No,20,91.79,82,15.6,226.29,108,22.63,44.35,27,2.22,10.86,8,1.63,0,True
Sapporo,390,408,738-237-2043,Yes,Yes,49,186.64,190,31.73,59.19,41,5.92,291.67,89,14.58,11.27,18,1.69,3,True
Sapporo,151,510,366-157-8494,Yes,Yes,30,72.16,98,12.27,62.16,124,6.22,91.95,139,4.6,2.99,13,0.45,3,True
Saitama,505,510,487-961-2716,No,No,7,253.61,198,43.11,124.87,159,12.49,77.17,158,3.86,0.9,8,0.14,3,True
Saitama,28,510,837-607-1425,Yes,No,41,31.58,64,5.37,286.42,33,28.64,70.88,195,3.54,0.97,17,0.15,5,True
Fukuoka,466,408,572-310-9621,Yes,Yes,12,208.43,140,35.43,331.23,163,33.12,224.42,174,11.22,0.25,17,0.04,5,True
Tokyo,971,415,803-166-6345,Yes,No,8,217.89,185,37.04,65.83,67,6.58,5.69,199,0.28,2.21,1,0.33,3,False
Nagoya,512,415,522-897-1922,No,No,47,306.49,91,52.1,29.37,50,2.94,383.63,15,19.18,18.62,17,2.79,6,False
Osaka,124,415,619-985-4441,Yes,No,23,156.76,57,26.65,16.24,102,1.62,7.42,81,0.37,10.87,14,1.63,1,False
Tokyo,916,510,619-998-8880,Yes,No,12,104.31,162,17.73,84.45,97,8.44,379.97,144,19.0,2.82,2,0.42,4,False
Kyoto,28,415,891-582-9346,Yes,No,49,201.12,41,34.19,280.95,72,28.1,306.51,185,15.33,11.71,7,1.76,0,False
Kawasaki,493,408,802-406-9926,Yes,No,32,68.59,171,11.66,243.7,108,24.37,177.53,166,8.88,9.68,13,1.45,0,True
Yokohama,188,415,667-877-9593,No,Yes,28,152.24,110,25.88,361.18,159,36.12,239.25,125,11.96,18.67,14,2.8,9,True
Sapporo,574,415,741-749-1985,No,Yes,1,299.13,162,50.85,155.79,3,15.58,13.88,36,0.69,16.75,12,2.51,9,True
Yokohama,685,408,555-273-9411,No,No,17,332.6,138,56.54,278.71,89,27.87,66.66,32,3.33,15.23,3,2.28,9,True
Fukuoka,10,415,561-346-2220,Yes,Yes,5,303.31,39,51.56,216.01,172,21.6,224.08,47,11.2,15.7,1,2.36,9,True
Kawasaki,457,415,710-726-6285,Yes,No,19,7.38,154,1.25,72.07,46,7.21,139.58,128,6.98,3.85,17,0.58,2,True
Saitama,194,408,759-736-9750,Yes,No,24,88.53,152,15.05,6.61,63,0.66,54.32,42,2.72,7.89,2,1.18,6,False
Kawasaki,564,408,346-507-5525,No,Yes,13,349.51,10,59.42,349.54,56,34.95,299.67,96,14.98,0.51,18,0.08,5,True
Tokyo,583,415,792-579-4522,No,No,20,316.46,118,53.8,92.58,123,9.26,112.96,3,5.65,10.89,0,1.63,1,True
Tokyo,515,408,301-279-6238,Yes,No,22,224.16,16,38.11,337.26,178,33.73,317.08,15,15.85,13.95,16,2.09,1,False
Kawasaki,947,408,543-316-8679,No,No,11,66.75,177,11.35,130.17,97,13.02,171.28,89,8.56,19.86,7,2.98,8,False
Sapporo,183,510,862-449-1723,Yes,Yes,30,293.48,108,49.89,337.54,158,33.75,257.14,168,12.86,10.21,18,1.53,5,False
Kyoto,122,510,140-408-4435,No,No,45,125.59,99,21.35,269.11,30,26.91,385.19,42,19.26,13.9,9,2.08,7,True
Fukuoka,117,510,620-497-7604,No,Yes,47,376.01,2,63.92,223.15,15,22.32,9.83,10,0.49,3.39,0,0.51,4,False
Saitama,776,415,233-871-9784,No,No,34,31.06,51,5.28,76.74,123,7.67,256.35,179,12.82,15.92,15,2.39,3,True
Tokyo,546,408,603-722-9226,No,No,39,386.61,183,65.72,99.47,26,9.95,346.91,198,17.35,3.19,18,0.48,8,True
Kobe,717,415,645-975-2602,Yes,No,29,62.05,97,10.55,184.46,108,18.45,293.79,119,14.69,0.34,9,0.05,2,False
Saitama,243,415,676-864-9050,Yes,Yes,45,312.06,138,53.05,147.4,199,14.74,344.95,58,17.25,12.6,10,1.89,7,True
Tokyo,243,408,346-612-3168,Yes,Yes,18,51.33,146,8.73,120.51,49,12.05,331.13,85,16.56,14.47,0,2.17,2,True
Kawasaki,974,415,316-290-8694,Yes,No,42,368.15,65,62.59,194.85,147,19.48,294.36,184,14.72,4.91,12,0.74,6,False
Tokyo,430,415,884-649-4198,No,No,2,17.31,27,2.94,100.24,194,10.02,325.11,115,16.26,17.4,19,2.61,8,False
Nagoya,726,408,262-735-5545,Yes,No,22,385.46,193,65.53,157.26,33,15.73,397.57,56,19.88,9.24,6,1.39,4,True
Tokyo,936,408,565-772-9228,No,Yes,26,185.08,51,31.46,95.53,159,9.55,79.83,169,3.99,0.18,10,0.03,8,False
Sapporo,215,415,498-524-6751,Yes,Yes,43,199.57,135,33.93,171.41,190,17.14,254.54,111,12.73,9.86,18,1.48,0,True
Fukuoka,337,415,775-864-3721,No,No,1,245.15,101,41.68,53.51,146,5.35,348.68,119,17.43,11.13,16,1.67,5,False
Kawasaki,584,408,356-527-2537,No,Yes,20,176.53,127,30.01,43.26,24,4.33,34.98,149,1.75,8.89,18,1.33,5,True
Kawasaki,458,408,554-620-9270,Yes,Yes,45,75.23,72,12.79,33.46,115,3.35,250.33,41,12.52,4.04,8,0.61,7,False
Kyoto,418,415,914-680-5396,Yes,Yes,19,389.09,153,66.15,165.83,72,16.58,88.34,93,4.42,1.89,10,0.28,3,True
Tokyo,436,415,820-618-5535,Yes,No,24,144.08,139,24.49,396.55,56,39.66,379.81,173,18.99,15.56,4,2.33,0,False
Saitama,402,408,613-214-9298,Yes,Yes,0,316.91,2,53.87,354.89,103,35.49,208.88,103,10.44,17.54,10,2.63,4,False
Kobe,98,510,786-661-1361,No,Yes,18,97.59,191,16.59,299.84,163,29.98,248.16,117,12.41,7.67,0,1.15,5,True
Kobe,700,510,476-512-9726,No,Yes,41,117.37,75,19.95,27.32,99,2.73,310.25,18,15.51,0.91,0,0.14,0,False
Kobe,289,415,639-226-9246,No,Yes,25,398.42,198,67.73,385.27,73,38.53,339.21,141,16.96,15.89,5,2.38,9,False
Tokyo,80,510,691-912-3899,Yes,Yes,46,184.68,11,31.4,361.02,169,36.1,396.36,50,19.82,2.44,14,0.37,3,True
Saitama,82,415,309-685-9304,Yes,Yes,45,184.3,142,31.33,265.52,105,26.55,307.09,36,15.35,8.34,8,1.25,1,False
Yokohama,183,415,594-367-3114,No,No,43,89.38,183,15.19,246.42,148,24.64,233.43,136,11.67,8.46,18,1.27,3,True
Fukuoka,462,510,835-422-1098,Yes,No,43,139.09,0,23.65,320.16,130,32.02,67.39,182,3.37,15.03,3,2.25,6,True
Fukuoka,345,510,350-160-3540,No,Yes,9,198.59,136,33.76,173.93,29,17.39,236.37,51,11.82,2.68,9,0.4,7,False
Saitama,538,415,541-640-7651,No,Yes,3,344.76,135,58.61,254.03,129,25.4,334.3,196,16.72,16.88,3,2.53,7,True
Yokohama,565,510,174-307-2013,No,No,24,350.31,40,59.55,294.44,105,29.44,199.8,110,9.99,4.34,5,0.65,0,False
Sapporo,666,408,146-752-2352,No,Yes,36,287.46,85,48.87,385.01,79,38.5,325.06,164,16.25,11.19,0,1.68,7,False
Kobe,439,510,708-711-3599,No,Yes,33,161.65,134,27.48,139.61,139,13.96,46.14,25,2.31,5.47,2,0.82,1,True
Fukuoka,693,408,645-265-2438,Yes,Yes,1,297.11,61,50.51,311.87,12,31.19,364.81,4,18.24,10.89,5,1.63,8,True
Tokyo,630,415,245-235-6527,Yes,Yes,46,222.75,129,37.87,51.97,32,5.2,327.97,76,16.4,9.11,19,1.37,8,False
Saitama,246,415,296-706-1161,Yes,No,17,398.07,196,67.67,58.27,189,5.83,374.06,135,18.7,10.84,12,1.63,3,True
Fukuoka,50,408,581-142-8201,Yes,Yes,2,12.83,88,2.18,95.98,143,9.6,40.7,169,2.04,8.07,6,1.21,7,True
Fukuoka,551,408,850-787-1579,Yes,No,17,182.12,195,30.96,152.37,14,15.24,184.85,165,9.24,7.75,3,1.16,1,True
Osaka,947,510,543-566-8373,Yes,Yes,30,302.86,44,51.49,251.3,121,25.13,170.11,103,8.51,13.09,11,1.96,5,False
Kobe,501,415,742-344-7073,No,Yes,37,3.74,115,0.64,188.72,170,18.87,322.12,78,16.11,15.69,12,2.35,4,True
Tokyo,928,408,249-768-7012,Yes,No,34,126.09,106,21.44,329.53,28,32.95,28.18,24,1.41,19.51,8,2.93,0,True
Sapporo,676,408,890-609-8046,Yes,No,26,329.7,43,56.05,216.07,14,21.61,118.46,73,5.92,18.68,4,2.8,1,True
Sapporo,152,408,652-330-9124,Yes,Yes,11,79.94,195,13.59,378.53,186,37.85,159.32,133,7.97,13.72,10,2.06,9,True
Kyoto,585,415,721-622-6588,Yes,No,15,14.65,180,2.49,140.98,32,14.1,49.53,163,2.48,7.52,0,1.13,6,True
Nagoya,418,415,285-524-2891,No,No,47,221.93,130,37.73,116.09,45,11.61,330.01,9,16.5,10.66,14,1.6,3,True
Kawasaki,290,510,891-167-7825,No,Yes,25,343.0,10,58.31,46.69,50,4.67,111.8,196,5.59,0.03,8,0.0,9,True
Tokyo,184,408,604-964-2050,Yes,Yes,12,8.63,171,1.47,38.27,139,3.83,8.83,103,0.44,3.2,11,0.48,5,False
Nagoya,994,415,601-414-2089,Yes,Yes,34,80.51,88,13.69,142.62,30,14.26,86.94,157,4.35,3.89,14,0.58,6,True
Osaka,985,408,447-298-2124,Yes,No,23,183.55,85,31.2,0.74,151,0.07,358.21,148,17.91,17.26,16,2.59,1,True
Kyoto,724,510,294-305-4957,No,No,22,221.91,44,37.72,65.67,30,6.57,304.66,111,15.23,19.89,3,2.98,7,False
Yokohama,895,408,975-493-8381,No,Yes,16,399.27,127,67.88,177.71,166,17.77,268.41,102,13.42,2.13,1,0.32,3,False
Kyoto,713,415,610-702-6010,Yes,No,38,101.66,9,17.28,127.35,28,12.74,307.15,65,15.36,14.95,4,2.24,3,False
Nagoya,148,510,340-466-7273,No,No,43,367.91,55,62.54,237.56,196,23.76,249.58,31,12.48,13.16,8,1.97,8,False
Kyoto,362,510,174-618-1400,Yes,Yes,49,131.5,175,22.36,58.34,1,5.83,194.82,58,9.74,18.31,4,2.75,0,True
Osaka,247,510,439-867-5764,No,Yes,19,31.0,122,5.27,96.16,110,9.62,138.81,5,6.94,1.89,19,0.28,7,False
Saitama,39,415,208-506-5816,Yes,Yes,18,48.25,59,8.2,345.96,105,34.6,273.31,21,13.67,1.27,6,0.19,2,True
Saitama,244,510,894-563-4749,Yes,Yes,32,393.25,73,66.85,230.4,32,23.04,9.77,92,0.49,2.14,10,0.32,4,True
Tokyo,827,510,720-361-4433,No,No,11,335.55,80,57.04,214.12,170,21.41,123.0,13,6.15,15.31,17,2.3,9,True
Fukuoka,371,415,257-621-9241,Yes,No,37,214.74,176,36.51,347.21,127,34.72,271.24,120,13.56,1.38,17,0.21,6,False
Sapporo,560,415,754-499-9641,Yes,No,49,89.93,155,15.29,129.8,5,12.98,38.92,106,1.95,6.06,9,0.91,5,True
Fukuoka,347,408,400-997-8430,No,Yes,28,158.5,195,26.94,138.51,26,13.85,174.26,26,8.71,0.83,19,0.12,6,True
Saitama,246,415,885-425-5536,Yes,No,34,314.83,138,53.52,349.98,56,35.0,372.95,177,18.65,10.33,13,1.55,5,False
Nagoya,81,510,162-130-4744,Yes,No,19,64.14,52,10.9,104.66,122,10.47,249.37,180,12.47,2.78,1,0.42,6,True
